id,object,result_position,cid,internal_review_id,is_user_local_guide,lang,origin,place_id,place_name,published_at,published_at_datetime,pictures,place_average_score,review_link,response_from_owner,score,Review,total_likes,total_reviews,user_name,user_link,user_internal_id,user_reviews_count,user_image_url,visited_in,zero_x,collected_at,input_url,input_sort_by,input_language
7955136,result,68,17596195159937544279,ChZDSUhNMG9nS0VJQ0FnSURXdUlfSkJREAE,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,2 years ago,2022-03-15 03:26:43.538398+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURXdUlfSkJREAE!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgIDWuI_JBQ%7CCgwI847AkQYQsJrdgAI%7C?hl=en,,4,1 lo81 university was built in Phu Hoa industrial park because it is new so there are very few students studying here.,0,296,nguyen diep,https://www.google.com/maps/contrib/113338666988041698501?hl=en,113338666988041698501,806,https://lh3.googleusercontent.com/a-/ALV-UjW5dHyKahVDqXplAiDCb-3b3Ioqo6sTODzVxGkQ602j95cBDSDB=s120-c-rp-mo-ba6-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:14.138386+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955137,result,69,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSURDa0xyNzNRRRAB,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,3 years ago,2020-09-11 10:30:45.532219+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDa0xyNzNRRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgIDCkLr73QE%7CCgwIhej1-gUQ0KvYogE%7C?hl=en,,5,"Eastern International University was established by Becamex IDC Corporation, one of the leading industrial park developers in Vietnam. The school is located in the center of Binh Duong New City - an urban area being invested in by Becamex IDC with an estimated need for high-quality human resources of 150,000 people by 2020. In 2009: Construction began on the school after the Prime Minister and the People's Committee of Binh Duong province accepted the policy of establishing the school and approved the detailed planning. 2010: Eastern International University was officially established according to Decision 1789/QD-TTg of the Prime Minister to contribute to implementing the policy of training according to social needs, associating training with social needs. economic development. Especially industrial development, high technology with modern management model. October 3, 2011: Eastern International University held the opening ceremony of the first course. Vision to 2030: Eastern International University aims to become a multi-disciplinary university - multi-field accredited and internationally ranked; and is a cultural center and a leading applied research and technology transfer center in Vietnam. Mission: Eastern International University is a university of businesses (Becamex IDC), operating according to the model of many universities within one university; a place that attracts and concentrates graduate lecturers from many European and American countries; Training students in the direction of research - application, good at both expertise and foreign languages, following the main ideology of close - mutual relations and community service; Training according to practical development needs, contributing to promoting the country's sustainable development. Educational philosophy: Humanity – Community – Creativity – Sustainability. Core values: Proudly serving the community. Training majors: Business Administration, Nursing, Electrical Engineering, Control and Automation Engineering, Mechatronics Engineering, Software Engineering, Computer Networks and Data Communications.",2,296,Chi Cong Tran Le,https://www.google.com/maps/contrib/111521111490985014544?hl=en,111521111490985014544,95,https://lh3.googleusercontent.com/a-/ALV-UjVaTcv9wWAihPNMJGMAmCt2rjJAL5AuyR-7z67ZUhe0w20dCELsOQ=s120-c-rp-mo-ba5-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:14.400085+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955138,result,70,17596195159937544279,ChZDSUhNMG9nS0VJQ0FnSURnLXRyd0J3EAE,f,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,5 years ago,2018-08-02 07:12:24.657+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURnLXRyd0J3EAE!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgIDg-trwBw%7CCgwI2N2K2wUQwIykuQI%7C?hl=en,,5,The school has a wonderful landscape! Friendly environment. Teachers are very enthusiastic. Extremely fast computer speed The electrical practice room has extremely modern machinery and equipment.,0,296,Huỳnh Văn Cảm,https://www.google.com/maps/contrib/105914829829650867204?hl=en,105914829829650867204,78,https://lh3.googleusercontent.com/a-/ALV-UjVVSpAJVpUEZpe_gX5ZNftliJk0fm8ZZyNpDv8v8Jot02RmWqMx4g=s120-c-rp-mo-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:14.67573+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955139,result,71,17596195159937544279,ChZDSUhNMG9nS0VJQ0FnSUNDXzllSUhBEAE,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,3 years ago,2020-09-10 03:57:11.802535+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNDXzllSUhBEAE!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICC_9eIHA%7CCgwIw8nm-gUQ6Me1_QE%7C?hl=en,,4,The university follows international standards but has very few students. The school was built by Becamex. There is a bus to pick up students. Modern facilities.,0,296,Phú Yên,https://www.google.com/maps/contrib/112814775601851122371?hl=en,112814775601851122371,247,https://lh3.googleusercontent.com/a-/ALV-UjUAgdIBOxltO-03LLJWBEJKsC2Y2D-FpJaSwHGcluT642b-s1k=s120-c-rp-mo-ba5-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:15.297207+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955140,result,72,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUNPaVlxNHlRRRAB,f,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,a year ago,2022-06-13 06:10:25.599495+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPaVlxNHlRRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICOiYq4yQE%7CCgwI0amblQYQ2KLunQI%7C?hl=en,,5,"I really like the school, the green space and facilities are so great",0,296,Thanh Hoang,https://www.google.com/maps/contrib/103907050912804165416?hl=en,103907050912804165416,5,https://lh3.googleusercontent.com/a/ACg8ocKctelX8WTi9D6RX8X-iTC8QftRoCjGbsqPDDgsngNI3F3aRA=s120-c-rp-mo-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:15.5987+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955141,result,73,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUNBeHM2cnlBRRAB,f,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,8 years ago,2014-10-29 05:16:37.114+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNBeHM2cnlBRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICAxs6ryAE%7CCgwI4NvEtAUQgMG77QE%7C?hl=en,,5,"International standard university with outstanding advantages: Modern, top quality facilities in the Southeast region. A friendly learning environment, large school campus, dormitory and convenient shuttle bus create a campus ecosystem like a model of advanced universities in the world. Lecturers are qualified, experienced, and have a modern educational approach consistent with strict educational standards in the world. High standard of English. There are specialized English classes to support students who meet international student standards.",1,296,kientrung pham,https://www.google.com/maps/contrib/102563957526450201605?hl=en,102563957526450201605,4,https://lh3.googleusercontent.com/a-/ALV-UjUXmSBcJpdLyU6ISF3ocAoru-FAQSXZg0-fQa2aMKKcxaXcIPWv=s120-c-rp-mo-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:15.878669+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955142,result,74,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUNaaTZiWXhBRRAB,f,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,7 months ago,2023-09-18 02:23:59.64421+00,https://lh5.googleusercontent.com/p/AF1QipPyudAwFJZrDKmJkFo-SHF0xuoRjxj_sD2QB3fs,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNaaTZiWXhBRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICZi6bYxAE%7CCgwIv-meqAYQ0LqXswI%7C?hl=en,,4,Wide field,0,296,Tri Pham,https://www.google.com/maps/contrib/100371610216814670647?hl=en,100371610216814670647,6,https://lh3.googleusercontent.com/a-/ALV-UjWlha7jmVIppcFB_drkjA3i2uz63je0kC7x1DRelu0mgfpenftb=s120-c-rp-mo-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:16.162457+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955143,result,75,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUN5X3F6amdnRRAB,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,3 years ago,2021-02-01 11:49:21.692229+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5X3F6amdnRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICy_qzjggE%7CCgsIltbfgAYQwNukUg%7C?hl=en,,5,"The school is large and beautiful, the rows of rooms are quite nice, the classrooms are spacious, but because the designs of the rows are so similar, I almost got lost 😅😅😅",3,296,Trang Trịnh,https://www.google.com/maps/contrib/114574727804061789245?hl=en,114574727804061789245,27,https://lh3.googleusercontent.com/a-/ALV-UjUOicYtn-M-W77HiWPH7GRyZo3589--ObDguyedTcmzh9-mHPeAAQ=s120-c-rp-mo-ba3-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:16.473905+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955144,result,76,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUNtMzhENDVnRRAB,f,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,2 years ago,2022-01-14 09:19:14.943086+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtMzhENDVnRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICm38D45gE%7CCgsI7oCFjwYQgOS-eQ%7C?hl=en,,5,"Even though it is an international school, the tuition is cheaper than some schools in TDM",4,296,Quang Tran,https://www.google.com/maps/contrib/112044288886506659020?hl=en,112044288886506659020,4,https://lh3.googleusercontent.com/a-/ALV-UjX93ZiM5hDFHW1_9m5_8cF-LKtyC8qENSyHVm3mCDTOAa3D8Xs_Dg=s120-c-rp-mo-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:16.77876+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955145,result,77,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUNnMTdUb3l3RRAB,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,5 years ago,2018-05-28 07:33:40.68+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnMTdUb3l3RRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICg17ToywE%7CCgwIr-Ku2AUQwOnp6wI%7C?hl=en,,5,"The university has an international reputation, in addition to spacious facilities, the training is still the same as many domestic schools.",0,296,Groups NTD,https://www.google.com/maps/contrib/103508856529779231354?hl=en,103508856529779231354,154,https://lh3.googleusercontent.com/a-/ALV-UjV2N_U0fznyWsm4RFSX00wMctLtSsaJ5F5JYrbZ4q_CHnu1pDCD=s120-c-rp-mo-ba5-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:17.040246+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955146,result,78,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUNRMlB5anpnRRAB,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,5 years ago,2018-09-13 09:22:27.46521+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRMlB5anpnRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICQ2PyjzgE%7CCgsIxdno3AUQkIfYMA%7C?hl=en,,4,"School with full amenities, dedicated teachers, active students.. cool, large campus.. there is a bus line that runs directly to the school",2,296,thành long dương,https://www.google.com/maps/contrib/112636285602285347692?hl=en,112636285602285347692,8,https://lh3.googleusercontent.com/a-/ALV-UjWa9iQth3utDCrUIzSqWq60WtV4P21INfSK2ei11jeg13lUCUs=s120-c-rp-mo-ba3-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:17.348473+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955147,result,79,17596195159937544279,ChZDSUhNMG9nS0VJQ0FnSURPak1xdFlREAE,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,a year ago,2022-06-29 04:53:44.092481+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPak1xdFlREAE!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgIDOjMqtYQ%7CCgsI2LXvlQYQ6MuMLA%7C?hl=en,,5,"The campus is very large, beautiful, clean, with international standard training quality",0,296,Trung Phan,https://www.google.com/maps/contrib/101034064021589570433?hl=en,101034064021589570433,147,https://lh3.googleusercontent.com/a-/ALV-UjU4UaONHu7nF8B3LUBD0aVx7bkUUMO2d4mHUamd86TKNpUaSmJ9=s120-c-rp-mo-ba4-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:17.703592+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955148,result,80,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUNRdWYycnp3RRAB,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,8 years ago,2015-12-30 16:48:02.388+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRdWYycnp3RRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICQuf2rzwE%7CCgwIwpWQtAUQgNKBuQE%7C?hl=en,,5,"The best quality school in Binh Duong. Bringing opportunities to study abroad for students right in Vietnam with international training quality and especially affordable tuition. An international environment right in Vietnam. EIU's strength is probably its team of young and knowledgeable lecturers who impart to students with constantly innovative thinking. If you are in BD or neighboring provinces, EIU is the perfect choice for your academic path right in Vietnam without having to go far :)",1,296,Tu Vietnam,https://www.google.com/maps/contrib/116123922398567210245?hl=en,116123922398567210245,5,https://lh3.googleusercontent.com/a-/ALV-UjXNKDVyJgrWE_Ipq9eDu0pq0KTpUmd2SkezZVp9Nd3UWTkQd3hR=s120-c-rp-mo-ba2-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:18.013045+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955149,result,81,17596195159937544279,ChZDSUhNMG9nS0VJQ0FnSUNPMTk2ZURnEAE,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,a year ago,2022-06-22 07:42:39.68013+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPMTk2ZURnEAE!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICO196eDg%7CCgwI74_LlQYQ0OunxAI%7C?hl=en,,5,"Extremely good in every way, everyone. I don't know how much tuition is per year",0,296,Son Nguyen,https://www.google.com/maps/contrib/113272525517978691917?hl=en,113272525517978691917,61,https://lh3.googleusercontent.com/a-/ALV-UjX25ww-Z0ftyp_sMgNEINEKIy2hinhYDTR_fLCiQOFg8Z4fmqMW=s120-c-rp-mo-ba4-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:18.713748+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955150,result,82,17596195159937544279,ChZDSUhNMG9nS0VJQ0FnSURNaklYQlZ3EAE,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,4 years ago,2019-12-19 08:33:08.400748+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNaklYQlZ3EAE!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgIDMjIXBVw%7CCgwIgOzs7wUQkNH5-AI%7C?hl=en,,4,"The school is very large and clean, an ideal learning and creative environment for students!",0,296,son nguyen,https://www.google.com/maps/contrib/111447273954381344649?hl=en,111447273954381344649,159,https://lh3.googleusercontent.com/a/ACg8ocKvYVnE-I9C9N2z7CudkM8Te6qZhxYU-gOEJLM3yC78qVnabQ=s120-c-rp-mo-ba4-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:19.002372+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955151,result,83,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSURpaklYdDVRRRAB,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,3 years ago,2020-11-27 03:36:03.221099+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURpaklYdDVRRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgIDijIXt5QE%7CCgwI1uiB_gUQkJ6K_AE%7C?hl=en,,5,The school is spacious and modern.....which will provide society and Binh Duong with many young intellectuals in the future.,1,296,Do Gan,https://www.google.com/maps/contrib/111331303070591160821?hl=en,111331303070591160821,296,https://lh3.googleusercontent.com/a-/ALV-UjVeN_clxwDxaVPUfBPpygWiORRDgu5tr9jkEpDBVGyaU9tlYK3CFQ=s120-c-rp-mo-ba6-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:19.267252+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955152,result,84,17596195159937544279,ChdDSUhNMG9nS0VJQ0FnSUNHdWNUVC1RRRAB,t,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,2 years ago,2021-11-03 11:03:21.261646+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHdWNUVC1RRRAB!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICGucTT-QE%7CCgsI-diJjAYQsM3hfA%7C?hl=en,,5,"The school is friendly, airy, worthy of being a university of international standards.",0,296,Thanh Tùng Phạm,https://www.google.com/maps/contrib/103699003917398746684?hl=en,103699003917398746684,22,https://lh3.googleusercontent.com/a-/ALV-UjXJIagNaehp5URy4EXYDea70YPUkaL3Rh3qHZ60Md6X7FTdCxBrcg=s120-c-rp-mo-ba4-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:19.536575+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
7955153,result,85,17596195159937544279,ChZDSUhNMG9nS0VJQ0FnSUNZOHBPQWV3EAE,f,vi,Google,ChIJrz5239fRdDERV3CG8kQ-MvQ,Eastern International University,5 years ago,2019-04-10 03:41:18.508974+00,,4.5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNZOHBPQWV3EAE!2m1!1s0x0:0xf4323e44f2867057!3m1!1s2@1:CIHM0ogKEICAgICY8pOAew%7CCgwI3su15QUQsKfZ8gE%7C?hl=en,,5,"Modern and complete equipment, good instructors, experienced, serious but also very enthusiastic and friendly.",1,296,Thắng Nguyễn Việt,https://www.google.com/maps/contrib/110562024955213033304?hl=en,110562024955213033304,4,https://lh3.googleusercontent.com/a/ACg8ocLbkVx0KdgRS9A9SJc5hNn1QbgHA6mQ0tDQYq-z8w02qfQpyA=s120-c-rp-mo-br100,,0x0:0xf4323e44f2867057,2024-04-26 01:08:19.797058+00,"https://www.google.com/maps/place/%C4%90%E1%BA%A1i+h%E1%BB%8Dc+Qu%E1%BB%91c+t%E1%BA%BF+Mi%E1%BB%81n+%C4%90%C3%B4ng/@11.0530174,106.663594,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d1d7df763eaf:0xf4323e44f2867057!8m2!3d11.0530121!4d106.6661689!16s%2Fg%2F1yw9kvsdy?entry=ttu",most_relevant,English (United States)
